date,symbol,realized_variance,realized_volatility,target_log_variance,daily_log_variance,weekly_log_variance,monthly_log_variance
2020-03-31,BTCUSDT,0.0010456116646535,0.0323359191094608,-6.863153239773967,-6.162900863472785,-6.218854391043122,-5.224289355964914
2020-04-01,BTCUSDT,0.0017820473717368,0.0422143029284721,-6.329992366820636,-6.863153239773967,-6.301017683768976,-5.265501757872882
2020-04-02,BTCUSDT,0.0045060706760342,0.0671272722225046,-5.402329752222876,-6.329992366820636,-6.377851494064864,-5.262436746606732
2020-04-03,BTCUSDT,0.0018927920887015,0.0435062304584245,-6.2697022444289905,-5.402329752222876,-6.2661546258885625,-5.209295182111777
2020-04-04,BTCUSDT,0.0016245078611286,0.0403051840478203,-6.422550363760272,-6.2697022444289905,-6.2056156933438515,-5.357218903248277
2020-04-05,BTCUSDT,0.000716553818787,0.0267685229100726,-7.241057200066817,-6.422550363760272,-6.257545593401348,-5.549051548705035
2020-04-06,BTCUSDT,0.0011305465037579,0.0336236003984988,-6.785054131525818,-7.241057200066817,-6.333126385459918,-5.656190418105579
2020-04-07,BTCUSDT,0.0013515636377163,0.0367636183980345,-6.606493106625796,-6.785054131525818,-6.424138738400954,-5.751445136241937
2020-04-08,BTCUSDT,0.0009831667554425,0.0313554900367147,-6.924731812893445,-6.606493106625796,-6.664971409281539,-5.875137172166637
2020-04-09,BTCUSDT,0.0007805583623043,0.0279384745880002,-7.155501045270322,-6.924731812893445,-6.795977322974428,-5.960312666747236
